Time	gauge_0	gauge_1	gauge_2	gauge_3	gauge_4	gauge_5	gauge_6	gauge_7	gauge_8	gauge_9	gauge_10	gauge_11	gauge_12	gauge_13	gauge_14	gauge_15	gauge_16	gauge_17
154.7	4.0724168	-0.82701588	-3.9854347	-3.0164152	1.2019709	4.871613	2.6739239	-1.7522712	-3.195901	-0.81199123	0.4559561	0.058220161	0.30937091	-0.0018460348	-0.012166521	-0.026667166	-3.5390583e-05	-1.625137e-06
154.8	4.2220232	-0.6363751	-3.9345563	-3.1394153	1.0069423	4.8223179	2.8433136	-1.6003106	-3.2026127	-0.89639033	0.42905007	0.054729059	0.30870974	-0.0020012699	-0.012199226	-0.026673422	-3.6535948e-05	-1.6734964e-06
154.9	4.3620879	-0.44387384	-3.8760077	-3.2558356	0.81223359	4.7589653	3.0072663	-1.4518006	-3.2032059	-0.97893659	0.40105394	0.051129227	0.30804318	-0.0021517048	-0.012230416	-0.026679332	-3.7610285e-05	-1.7189964e-06
155	4.4917	-0.246454	-3.8097707	-3.365048	0.61705523	4.6806393	3.1649282	-1.2958405	-3.1978574	-1.0591047	0.37204088	0.047425332	0.30737392	-0.0022969759	-0.012259868	-0.026684788	-3.8571607e-05	-1.7580774e-06
155.1	4.6112136	-0.045002525	-3.7371334	-3.4673569	0.42060031	4.5827156	3.3159485	-1.1347314	-3.1872578	-1.1367342	0.3420938	0.043632104	0.3067054	-0.0024364361	-0.012287364	-0.026689736	-3.9424747e-05	-1.7929152e-06
155.2	4.719833	0.15791841	-3.6576714	-3.5671174	0.22470737	4.4633454	3.4599248	-0.97086951	-3.171279	-1.2116939	0.31129579	0.039759956	0.30604	-0.002569855	-0.012312916	-0.026694218	-4.0189934e-05	-1.8243732e-06
155.3	4.8169982	0.36108044	-3.5702936	-3.6645165	0.031433057	4.3334329	3.59773	-0.80466881	-3.1497442	-1.2838632	0.27972543	0.035819168	0.30537973	-0.0026971843	-0.012336626	-0.0266983	-4.0881944e-05	-1.8524324e-06
155.4	4.9024003	0.56970651	-3.4780738	-3.758423	-0.1597452	4.1944955	3.7290786	-0.6370504	-3.1221921	-1.3530695	0.2474616	0.031818381	0.30472728	-0.0028180393	-0.012358415	-0.026701933	-4.1474498e-05	-1.8752413e-06
155.5	4.9757901	0.77727382	-3.3805305	-3.8477059	-0.34885059	4.0484753	3.8526034	-0.47092777	-3.0890456	-1.4191716	0.21458725	0.027767232	0.30408543	-0.0029321498	-0.012378177	-0.026705087	-4.1968527e-05	-1.8944885e-06
155.6	5.0370124	0.98258931	-3.2760449	-3.930701	-0.53635784	3.8970479	3.9678322	-0.29761243	-3.0504466	-1.4820242	0.18119707	0.023672938	0.30345608	-0.0030391083	-0.012395808	-0.026707722	-4.2347086e-05	-1.9071327e-06
155.7	5.0858333	1.1882949	-3.1648683	-4.0060822	-0.71931654	3.7411243	4.0742006	-0.11964878	-3.0061301	-1.5415581	0.14739743	0.019546965	0.30284153	-0.003138576	-0.012411215	-0.026709835	-4.2625085e-05	-1.916553e-06
155.8	5.1219951	1.3934819	-3.0472848	-4.0727866	-0.89763093	3.5803192	4.1710428	0.060557213	-2.9561046	-1.5978187	0.11330504	0.015397064	0.3022439	-0.003230312	-0.012424381	-0.026711429	-4.2795706e-05	-1.9204453e-06
155.9	5.1453268	1.5957999	-2.9231328	-4.1299593	-1.0765954	3.4144731	4.2578231	0.23952712	-2.900395	-1.6507544	0.079021392	0.011232576	0.30166478	-0.0033141871	-0.012435344	-0.026712542	-4.2878518e-05	-1.9208856e-06
156	5.1556972	1.795612	-2.7905873	-4.1769401	-1.2530735	3.2615368	4.3346813	0.42420353	-2.8391157	-1.7002871	0.044652981	0.0070638266	0.30110657	-0.0033898467	-0.012444002	-0.026713125	-4.2838204e-05	-1.9150907e-06
156.1	5.1529063	1.9927059	-2.6510827	-4.2132393	-1.4253916	3.1022989	4.4011296	0.61131821	-2.7720328	-1.7463204	0.010315975	0.0028980301	0.30057028	-0.0034572345	-0.012450391	-0.026713196	-4.2706152e-05	-1.9064339e-06
156.2	5.1371847	2.1855628	-2.5088636	-4.2385326	-1.5918462	2.9340246	4.4565226	0.79378963	-2.6998628	-1.7887932	-0.023897787	-0.0012544481	0.30005708	-0.0035164289	-0.012454648	-0.026712823	-4.2497953e-05	-1.8941268e-06
156.3	5.1086922	2.3728633	-2.3597768	-4.2526072	-1.7563152	2.7601795	4.500637	0.97604122	-2.6222948	-1.8276485	-0.057883589	-0.0053842716	0.29956865	-0.0035670904	-0.012456572	-0.026711878	-4.2150801e-05	-1.8739951e-06
156.4	5.0676303	2.5548239	-2.2051005	-4.2556721	-1.9169612	2.580844	4.5333896	1.1596025	-2.5382516	-1.8628494	-0.091527511	-0.0094821995	0.2991064	-0.0036090393	-0.012456045	-0.026710378	-4.1701278e-05	-1.8508865e-06
156.5	5.0141388	2.7361659	-2.0455309	-4.2490167	-2.0723412	2.3968265	4.5547653	1.3432111	-2.4482614	-1.8943686	-0.1247323	-0.013538422	0.2986713	-0.0036422193	-0.012453143	-0.026708374	-4.1155603e-05	-1.8230948e-06
156.6	4.9484742	2.9138183	-1.8795793	-4.2331203	-2.2231777	2.2129541	4.5646704	1.5223864	-2.3544238	-1.9221779	-0.15739245	-0.017544194	0.29826465	-0.0036666189	-0.012447881	-0.026705858	-4.0508253e-05	-1.7910798e-06
156.7	4.8710011	3.0858285	-1.7066319	-4.2074526	-2.3690267	2.0233831	4.5631307	1.6979806	-2.2555606	-1.9462518	-0.18941608	-0.021492377	0.29788703	-0.0036823902	-0.012440434	-0.026702906	-3.9786627e-05	-1.7557983e-06
156.8	4.7820659	3.2498964	-1.5353464	-4.1720555	-2.5079794	1.8294718	4.5502985	1.8706772	-2.1516224	-1.9665821	-0.22072701	-0.025372818	0.29754	-0.0036889869	-0.01243061	-0.026699398	-3.8930915e-05	-1.71318e-06
156.9	4.6820124	3.409175	-1.3582202	-4.1272759	-2.642025	1.6328512	4.5263109	2.0396528	-2.0431241	-1.9831685	-0.25123311	-0.029176213	0.29722492	-0.0036860256	-0.01241828	-0.026695307	-3.7960607e-05	-1.6666707e-06
157	4.5710076	3.5615856	-1.175207	-4.073549	-2.7723389	1.434327	4.4911834	2.2048821	-1.9301459	-1.9960002	-0.28085765	-0.032894632	0.29694277	-0.0036735477	-0.012403543	-0.026690706	-3.6898081e-05	-1.6159421e-06
157.1	4.4492977	3.7036992	-0.98806135	-4.0114624	-2.8951966	1.2344292	4.4448087	2.3625718	-1.8129765	-2.005081	-0.30952341	-0.036517566	0.29669434	-0.0036517145	-0.012386523	-0.026685644	-3.5754483e-05	-1.562352e-06
157.2	4.3180148	3.8371917	-0.79563578	-3.9416549	-3.011967	1.0334876	4.3874992	2.5150078	-1.6919359	-2.0104227	-0.33715544	-0.040038983	0.29647944	-0.0036210303	-0.012367534	-0.026680246	-3.4566437e-05	-1.5075043e-06
157.3	4.177175	3.9618326	-0.60161908	-3.8649915	-3.1225608	0.83165587	4.3188493	2.6681885	-1.5642191	-2.0120259	-0.36370521	-0.04344923	0.2962981	-0.0035817994	-0.012346668	-0.026674485	-3.3296779e-05	-1.4469329e-06
157.4	4.0268819	4.0772374	-0.40658347	-3.7816223	-3.2267502	0.62980904	4.2391089	2.8174449	-1.4374676	-2.0099158	-0.38912719	-0.046741576	0.29615099	-0.0035336605	-0.012323596	-0.026668179	-3.1894247e-05	-1.3812389e-06
157.5	3.8679632	4.1832316	-0.20749561	-3.6865758	-3.3243954	0.42902672	4.1490415	2.9608868	-1.3122332	-2.0040581	-0.41336889	-0.04990971	0.29603864	-0.003476866	-0.012298495	-0.026661469	-3.0436735e-05	-1.3136326e-06
157.6	3.7009086	4.2784186	-0.0062214378	-3.6052816	-3.4154297	0.22849756	4.0491821	3.0969046	-1.1806447	-1.9944426	-0.43636229	-0.052946664	0.29596156	-0.0034113914	-0.012271335	-0.026654317	-2.8882786e-05	-1.2414501e-06
157.7	3.5258342	4.3620203	0.19725671	-3.5186049	-3.4994112	0.028490803	3.9400645	3.223567	-1.04706	-1.9810154	-0.45805176	-0.055845749	0.2959198	-0.0033378083	-0.012242455	-0.026646889	-2.7307876e-05	-1.1700426e-06
157.8	3.3445081	4.4358114	0.40004839	-3.4209736	-3.5770403	-0.17024751	3.8221804	3.3448472	-0.91094781	-1.9638096	-0.47844846	-0.058600231	0.29591394	-0.0032564475	-0.012211969	-0.026639167	-2.5665905e-05	-1.093824e-06
157.9	3.1572406	4.4989624	0.60328272	-3.3148639	-3.6493878	-0.36673562	3.695956	3.4570799	-0.77143253	-1.9429913	-0.49769303	-0.061203981	0.29594447	-0.0031673435	-0.012179797	-0.026631088	-2.395063e-05	-1.0152888e-06
158	2.9630741	4.5507799	0.80877084	-3.2019178	-3.7163061	-0.56001331	3.5616913	3.5560671	-0.62803615	-1.9187902	-0.51540361	-0.063651389	0.29601141	-0.0030707422	-0.012146034	-0.026622704	-2.2181922e-05	-9.3388286e-07
158.1	2.7630902	4.5910697	1.0144593	-3.0823	-3.7775216	-0.75300113	3.4202739	3.6447541	-0.4820259	-1.8913594	-0.5315795	-0.065937158	0.29611467	-0.0029666992	-0.012110633	-0.026613967	-2.033777e-05	-8.4953124e-07
158.2	2.5585704	4.6196746	1.2192846	-2.9561287	-3.8323762	-0.94240944	3.2726342	3.7233375	-0.32949994	-1.8607035	-0.54613957	-0.068054736	0.29625361	-0.0028556005	-0.012073781	-0.026604978	-1.846353e-05	-7.6479674e-07
158.3	2.3501364	4.6364005	1.4226199	-2.8234448	-3.8801746	-1.1285438	3.1198482	3.7920944	-0.17064844	-1.8267964	-0.55896682	-0.070003163	0.29642713	-0.0027381201	-0.012035821	-0.02659586	-1.6584077e-05	-6.7979418e-07
158.4	2.1375576	4.6410611	1.6244353	-2.6863639	-3.9203088	-1.310958	2.9597957	3.8513907	-0.0059562756	-1.7896424	-0.57043724	-0.071778654	0.29663509	-0.0026142237	-0.011996585	-0.026586465	-1.4624766e-05	-5.8970793e-07
158.5	1.9212513	4.6335379	1.8244179	-2.5452349	-3.9522564	-1.4866657	2.7935659	3.9015126	0.16382561	-1.7492077	-0.58053872	-0.073376952	0.29687685	-0.00248418	-0.01195615	-0.026576847	-1.2639042e-05	-5.0030253e-07
158.6	1.7017338	4.6143411	2.0212333	-2.397259	-3.9756018	-1.6597081	2.6216772	3.9427416	0.33874222	-1.7055377	-0.58926657	-0.074794217	0.29715185	-0.002348183	-0.011914558	-0.026567014	-1.0609276e-05	-4.083862e-07
158.7	1.4804529	4.5834139	2.2128097	-2.2423357	-3.9900643	-1.8300613	2.4451004	3.9752904	0.51373281	-1.6586987	-0.59661727	-0.076027947	0.29745911	-0.0022066389	-0.011871977	-0.02655703	-8.563449e-06	-3.1564808e-07
158.8	1.2565699	4.5409604	2.4012406	-2.0812158	-3.9955192	-1.9958442	2.2646845	3.9993134	0.68683147	-1.6087152	-0.60258938	-0.077075141	0.2977978	-0.0020599004	-0.011828512	-0.026546911	-6.4974575e-06	-2.2345891e-07
158.9	1.0321157	4.4872239	2.5869142	-1.9145108	-3.9921102	-2.1573144	2.0792115	4.0149283	0.85795574	-1.5556436	-0.60717436	-0.07793316	0.29816705	-0.0019083735	-0.011784342	-0.026536723	-4.4296636e-06	-1.2989068e-07
159	0.80699179	4.4228837	2.7685237	-1.7437561	-3.9802884	-2.3137492	1.8903932	4.0222037	1.026807	-1.4995678	-0.61035783	-0.078600482	0.2985659	-0.0017523616	-0.011739498	-0.026526435	-2.3415583e-06	-3.6753082e-08
159.1	0.58109326	4.3484561	2.9447997	-1.5711992	-3.9598789	-2.4623727	1.6986977	4.0211077	1.1930952	-1.4405757	-0.61214693	-0.079076102	0.29899307	-0.0015922895	-0.011694103	-0.026516085	-2.5755289e-07	5.7737473e-08
159.2	0.35557558	4.262421	3.1119846	-1.381541	-3.9311056	-2.6084233	1.5045778	4.0120257	1.3544314	-1.3787625	-0.61255749	-0.07935974	0.29944788	-0.0014282678	-0.011648095	-0.026505761	1.84145e-06	1.4596649e-07
159.3	0.13149761	4.1666256	3.2750119	-1.1933825	-3.8939779	-2.7502467	1.3086002	3.9948192	1.5130403	-1.3142257	-0.61160988	-0.079450064	0.29992959	-0.001260496	-0.011601579	-0.026495298	3.8199271e-06	2.4172597e-07
159.4	-0.091119359	4.0609917	3.4411701	-1.0042696	-3.8486074	-2.8832895	1.1120342	3.9693799	1.6705241	-1.2469683	-0.6093106	-0.079347652	0.30043676	-0.0010895169	-0.011554849	-0.026486236	5.8902014e-06	3.326958e-07
159.5	-0.31216477	3.9460207	3.6036226	-0.81128506	-3.7950868	-3.010442	0.91573764	3.9356298	1.8256433	-1.1769152	-0.60568001	-0.079053142	0.30096767	-0.00091602448	-0.0115074	-0.02647712	7.9594007e-06	4.2462042e-07
159.6	-0.53117545	3.822149	3.7626798	-0.60964006	-3.7337435	-3.1312477	0.72019107	3.8935528	1.9776374	-1.1041611	-0.60074441	-0.078567257	0.30152148	-0.00074021184	-0.011461058	-0.026467763	1.0034078e-05	5.159384e-07
159.7	-0.74615241	3.689695	3.9163535	-0.40589632	-3.6654521	-3.2455018	0.52596899	3.8428434	2.1254625	-1.0291065	-0.59452369	-0.077891704	0.30209633	-0.00056301586	-0.011416667	-0.026458365	1.208221e-05	6.0550772e-07
159.8	-0.95912559	3.5490236	4.0627814	-0.20409994	-3.5964308	-3.3531262	0.33311268	3.783255	2.2692924	-0.95222591	-0.58703836	-0.077027666	0.30269137	-0.00038391668	-0.011370913	-0.026448927	1.4132408e-05	6.9637911e-07
159.9	-1.1691733	3.4004817	4.2002442	-0.0019985634	-3.5223279	-3.4543086	0.14162925	3.7146558	2.4090485	-0.8731556	-0.57831381	-0.07597572	0.30330645	-0.00020221707	-0.011324213	-0.026439406	1.6210471e-05	7.8864633e-07
160	-1.3754622	3.243721	4.3256204	0.20069232	-3.441342	-3.5486413	-0.050807598	3.6368792	2.5446698	-0.79203654	-0.56837476	-0.074738077	0.30394028	-1.8945944e-05	-0.011276937	-0.02642992	1.8254055e-05	8.7711552e-07
160.1	-1.5774144	3.0801313	4.4442988	0.40872757	-3.3533808	-3.6358796	-0.2447586	3.5496905	2.6752474	-0.70891911	-0.5572542	-0.073317176	0.30459107	0.00016528402	-0.011229596	-0.026420562	2.0248904e-05	9.6395153e-07
160.2	-1.7751149	2.9115699	4.5463976	0.60609243	-3.2587475	-3.716752	-0.43934521	3.4520572	2.8003061	-0.62386407	-0.54496838	-0.071713957	0.30525741	0.00034419119	-0.011182399	-0.02641132	2.2220564e-05	1.0503306e-06
160.3	-1.9680274	2.7377365	4.6311525	0.80456402	-3.1575315	-3.7915802	-0.63372633	3.3437546	2.9189995	-0.53694359	-0.53154912	-0.0699306	0.30593492	0.00052247287	-0.011135413	-0.026402183	2.4168532e-05	1.1352691e-06
160.4	-2.1561578	2.5591244	4.7005483	1.0102352	-3.0498254	-3.8598985	-0.82754525	3.2252263	3.0303758	-0.44825185	-0.5170159	-0.067968474	0.30660967	0.00070257248	-0.011088762	-0.026393197	2.6073182e-05	1.2174039e-06
160.5	-2.3390218	2.3760309	4.7553467	1.2149876	-2.9356973	-3.9212278	-1.0183737	3.0981501	3.1341796	-0.3578129	-0.50143399	-0.065831982	0.30728088	0.00088354996	-0.011042735	-0.026384413	2.7920181e-05	1.2974063e-06
160.6	-2.5163358	2.1927293	4.7960846	1.4180058	-2.81489	-3.9751112	-1.2046523	2.9640849	3.2331089	-0.2656056	-0.48489203	-0.06352438	0.30795002	0.001064428	-0.01099756	-0.026375905	2.9692076e-05	1.3726833e-06
160.7	-2.688228	2.006237	4.8225623	1.6193885	-2.6862157	-4.0211217	-1.386148	2.8241768	3.3279156	-0.17197816	-0.46746281	-0.061053608	0.30861629	0.0012442782	-0.010953515	-0.02636771	3.1386072e-05	1.4453437e-06
160.8	-2.8529202	1.8125426	4.836297	1.8191333	-2.5531359	-4.0588956	-1.5622676	2.6787388	3.4161158	-0.076844571	-0.44907169	-0.058426734	0.30927971	0.0014225444	-0.010910605	-0.026359782	3.3028749e-05	1.5159354e-06
160.9	-3.0112036	1.6159434	4.8374992	2.0163874	-2.415185	-4.0881459	-1.7326395	2.5284448	3.4967778	0.019532154	-0.42967943	-0.055649807	0.30993986	0.0015986539	-0.010868858	-0.026352126	3.4608101e-05	1.583389e-06
161	-3.1630722	1.4183485	4.8259829	2.2100174	-2.270977	-4.1086662	-1.8967681	2.3736751	3.569253	0.11719035	-0.40948905	-0.052731293	0.31059657	0.0017721493	-0.010828357	-0.026344755	3.6120739e-05	1.6479402e-06
161.1	-3.3082515	1.2181981	4.8014753	2.3993287	-2.1214372	-4.1202294	-2.0569517	2.2206214	3.6323978	0.21586345	-0.38846792	-0.049680093	0.31123483	0.001942748	-0.010789067	-0.026337648	3.7579075e-05	1.7100965e-06
161.2	-3.4469889	1.0150799	4.7639256	2.5844805	-1.9670485	-4.1232258	-2.2123042	2.0615388	3.6855026	0.31563334	-0.36665499	-0.04650524	0.31172158	0.0021100784	-0.0107511	-0.026330858	3.8954523e-05	1.7678776e-06
161.3	-3.579186	0.81341962	4.7142211	2.7652053	-1.8068425	-4.1187407	-2.3628566	1.8950013	3.7227612	0.41365868	-0.33893509	-0.041695403	0.3120896	0.0020214345	-0.010856214	-0.026373097	2.409903e-05	8.671295e-07
161.4	-3.7056832	0.61157227	4.6518785	2.9410148	-1.6404249	-4.1061777	-2.5075921	1.7249504	3.7444572	0.50984082	-0.30654969	-0.035598192	0.31234826	0.0017780509	-0.011001584	-0.026410139	1.7622911e-05	7.4795749e-07
161.5	-3.8270509	0.40839981	4.5729381	3.1106962	-1.4743684	-4.0849507	-2.6458347	1.5536245	3.7609635	0.60775328	-0.27974214	-0.030963208	0.31272214	0.0018186449	-0.010983832	-0.026395022	2.446478e-05	1.1681887e-06
161.6	-3.9434775	0.20521151	4.4709003	3.2736517	-1.3024343	-4.0551047	-2.7788028	1.3821158	3.7661113	0.70443046	-0.25303556	-0.026446777	0.31307026	0.0018611779	-0.010969068	-0.026388954	2.5366079e-05	1.1490447e-06
161.7	-4.0540376	0.0052049748	4.3573904	3.4296559	-1.1256385	-4.0168311	-2.9053548	1.2015076	3.7597674	0.80000704	-0.22652734	-0.022055397	0.31339517	0.0019054883	-0.010957276	-0.026386619	2.5317832e-05	1.1244167e-06
161.8	-4.1578181	-0.19213236	4.2336244	3.5787166	-0.94550766	-3.9703356	-3.0254521	1.0227495	3.7419313	0.89429469	-0.20024779	-0.017792069	0.31369922	0.0019505925	-0.01094735	-0.026385212	2.5439101e-05	1.1295201e-06
161.9	-4.2539279	-0.38667949	4.1003688	3.7197177	-0.76276552	-3.915946	-3.1388171	0.84585521	3.7175329	0.99320004	-0.1770448	-0.01418864	0.3142104	0.0022240881	-0.010833842	-0.026349799	3.6689312e-05	1.7976802e-06
162	-4.3416503	-0.58010608	3.9602056	3.8519362	-0.57920431	-3.8537448	-3.2455072	0.66843614	3.6817431	1.091526	-0.15339881	-0.010562354	0.31470078	0.0024694137	-0.010744368	-0.02632807	4.1155908e-05	1.9048918e-06
162.1	-4.4202393	-0.76735209	3.8146563	3.9756432	-0.39265534	-3.7836271	-3.3455054	0.48905539	3.635069	1.1890574	-0.12925777	-0.0069078488	0.31517877	0.002694763	-0.010671653	-0.026313943	4.3277923e-05	1.9584664e-06
162.2	-4.4891574	-0.95067735	3.6641345	4.0903857	-0.20096019	-3.708186	-3.438651	0.30862051	3.5780735	1.2852051	-0.10466508	-0.003228328	0.3156452	0.0029004298	-0.010613595	-0.026304642	4.4482861e-05	1.9935381e-06
162.3	-4.5484499	-1.134909	3.5069225	4.1951326	-0.006746537	-3.6242412	-3.5247316	0.13098754	3.5112708	1.3791726	-0.079667482	0.00047481793	0.31609934	0.0030866633	-0.010567525	-0.026298329	4.5291199e-05	2.0205958e-06
162.4	-4.5973598	-1.3162198	3.3487856	4.2896478	0.18811339	-3.5331839	-3.6038737	-0.044128946	3.4354589	1.4704569	-0.054309845	0.0041975975	0.31654023	0.0032539974	-0.01053112	-0.026293933	4.585002e-05	2.0387866e-06
162.5	-4.6361673	-1.4920675	3.1998633	4.3739337	0.38413683	-3.4387041	-3.6761925	-0.21716747	3.3514819	1.5589801	-0.028638576	0.0079393175	0.31696701	0.0034034945	-0.010502319	-0.026290748	4.6269238e-05	2.053549e-06
162.6	-4.6644516	-1.6623086	3.0407939	4.4480969	0.58441216	-3.33707	-3.7423158	-0.38782092	3.2596721	1.6445375	-0.0027049046	0.011692215	0.31737882	0.0035365022	-0.010479428	-0.026288416	4.6564469e-05	2.0621355e-06
162.7	-4.6824208	-1.8310641	2.8746391	4.5115452	0.78219194	-3.2285649	-3.8019095	-0.55739463	3.1607308	1.7263737	0.023445357	0.015445465	0.31777487	0.0036541516	-0.010461404	-0.026286796	4.6728274e-05	2.0651698e-06
162.8	-4.6899771	-1.9953668	2.7032023	4.5638401	0.97901178	-3.1134992	-3.8544584	-0.71920681	3.0636905	1.8043732	0.049762062	0.019117801	0.31815449	0.0037575747	-0.010447438	-0.026285756	4.6789539e-05	2.0644417e-06
162.9	-4.687416	-2.1546932	2.5259797	4.604817	1.1755645	-2.991941	-3.8995565	-0.87806063	2.960965	1.8783296	0.076198067	0.022807547	0.31851694	0.0038477378	-0.010436959	-0.026285263	4.6728253e-05	2.0573997e-06
163	-4.6748872	-2.3092917	2.3456774	4.6343417	1.3708475	-2.8632002	-3.9368664	-1.0400348	2.8507577	1.9480282	0.10270934	0.026483982	0.31886192	0.0039256424	-0.010429561	-0.026285274	4.6580652e-05	2.048858e-06
163.1	-4.6529129	-2.4574153	2.1660044	4.6520799	1.5633473	-2.7252227	-3.9661124	-1.1994759	2.7344642	2.0133302	0.12924028	0.030139768	0.31918894	0.0039921767	-0.010424906	-0.026285728	4.6343033e-05	2.0344715e-06
163.2	-4.6211134	-2.5985185	1.9796565	4.6579757	1.7536957	-2.5837683	-3.9870789	-1.3554291	2.612628	2.0742465	0.1557311	0.033768188	0.31949749	0.004047811	-0.010423051	-0.026286695	4.5982904e-05	2.0152069e-06
163.3	-4.5791619	-2.737309	1.7892799	4.6521337	1.9414042	-2.4369569	-3.9996616	-1.5040205	2.4856009	2.1306582	0.18179777	0.037364235	0.31978723	0.0040929955	-0.010423739	-0.0262881	4.5541632e-05	1.9929923e-06
163.4	-4.5273971	-2.8699526	1.5964721	4.6346765	2.1251093	-2.2842156	-4.0039904	-1.6502093	2.3536869	2.1824007	0.2083532	0.040918468	0.32005769	0.0041279191	-0.010426877	-0.026289959	4.4995817e-05	1.9649616e-06
163.5	-4.4660455	-2.9950758	1.4019159	4.6057203	2.3036457	-2.1266461	-4.0002199	-1.7963306	2.2167995	2.2292476	0.23455307	0.044423322	0.32030837	0.0041527141	-0.010432487	-0.026292303	4.4344875e-05	1.9337803e-06
163.6	-4.3954882	-3.114078	1.2060859	4.5654248	2.4772946	-1.9639158	-3.9885451	-1.9360149	2.0777317	2.2710529	0.260504	0.047871555	0.32053917	0.0041679631	-0.010440237	-0.026294998	4.36402e-05	1.8996155e-06
163.7	-4.3161765	-3.226699	1.0092853	4.5139911	2.6481931	-1.7933166	-3.9688685	-2.0708535	1.9358003	2.307659	0.28617613	0.05125715	0.32074953	0.0041737309	-0.010450258	-0.026298156	4.2812246e-05	1.8595278e-06
163.8	-4.228578	-3.3328549	0.81179997	4.4517322	2.8153397	-1.6217721	-3.9413434	-2.2010963	1.7897163	2.3388857	0.31152665	0.054572356	0.32093899	0.0041698793	-0.010462691	-0.026301811	4.187546e-05	1.8148792e-06
163.9	-4.1331535	-3.4322677	0.61456986	4.3791706	2.9767672	-1.4493061	-3.9061246	-2.3264605	1.6409435	2.3645377	0.33650949	0.05781108	0.3211067	0.0041569902	-0.010477215	-0.026305807	4.0894615e-05	1.7695007e-06
164	-4.0303521	-3.5245221	0.41874108	4.2964857	3.1313877	-1.2685616	-3.8631046	-2.4454472	1.4895447	2.3844631	0.36107758	0.060966337	0.32125429	0.0041352484	-0.010493836	-0.026310205	3.9812166e-05	1.7188416e-06
164.1	-3.920572	-3.6111186	0.22304777	4.2035526	3.2784995	-1.0840144	-3.8122888	-2.5579459	1.3356903	2.3985622	0.38518259	0.064031984	0.32138045	0.0041052225	-0.010512259	-0.026314892	3.8692649e-05	1.6676492e-06
164.2	-3.804165	-3.6930368	0.027636363	4.1006724	3.4208297	-0.89523688	-3.7537132	-2.6686281	1.1793543	2.4067077	0.40877805	0.067001245	0.32148491	0.0040669163	-0.01053251	-0.026319918	3.7482099e-05	1.6105721e-06
164.3	-3.6813916	-3.7695342	-0.16663482	3.9884778	3.5540708	-0.70246142	-3.6878449	-2.7736341	1.0200507	2.4087716	0.43180796	0.069866015	0.32156717	0.0040199629	-0.010554923	-0.026325414	3.6157403e-05	1.5493129e-06
164.4	-3.5543019	-3.8404984	-0.35866	3.8674003	3.6781116	-0.5097739	-3.6173958	-2.8708057	0.85774805	2.404633	0.45422405	0.072620067	0.32162752	0.0039647829	-0.010579262	-0.02633124	3.4788681e-05	1.4869278e-06
164.5	-3.4235237	-3.9052836	-0.54698115	3.7377914	3.7934202	-0.313662	-3.5418018	-2.9623346	0.69282462	2.3941695	0.4759904	0.075254449	0.32166599	0.0039016611	-0.010605458	-0.026337404	3.334346e-05	1.4206694e-06
164.6	-3.2865573	-3.9631505	-0.73528737	3.599936	3.8995851	-0.11514294	-3.4594127	-3.0478571	0.52611408	2.3774554	0.49702955	0.077768068	0.32168248	0.0038309601	-0.010633275	-0.026343846	3.1851651e-05	1.3533588e-06
164.7	-3.142541	-4.0134326	-0.92071066	3.4545587	3.9963944	0.085303913	-3.3701601	-3.1272811	0.35988601	2.3544727	0.51729128	0.080155084	0.3216772	0.003752826	-0.010662549	-0.026350492	3.0325369e-05	1.2842063e-06
164.8	-2.9917793	-4.0555571	-1.1023757	3.3023866	4.0836881	0.28695928	-3.2742045	-3.2005168	0.19386414	2.3251916	0.53673581	0.082410536	0.32165034	0.0036671929	-0.010693584	-0.026357496	2.8697958e-05	1.2088631e-06
164.9	-2.8340258	-4.0890138	-1.2808235	3.1435762	4.1613449	0.48724072	-3.1716882	-3.2675051	0.031815705	2.2898812	0.5552962	0.084526986	0.32160213	0.0035745064	-0.010726215	-0.026364789	2.7034604e-05	1.1354948e-06
165	-2.6695448	-4.1133993	-1.4534026	2.9782575	4.2284531	0.6894879	-3.0627535	-3.3281921	-0.12413816	2.2484738	0.57292512	0.08649734	0.32153278	0.0034753537	-0.01076006	-0.026372235	2.5349817e-05	1.0585765e-06
165.1	-2.4994749	-4.1284368	-1.6220615	2.8070114	4.2838801	0.89238176	-2.9475189	-3.3824769	-0.27488709	2.201138	0.58958653	0.088315147	0.32144172	0.003369217	-0.010795454	-0.026380025	2.3560112e-05	9.775339e-07
165.2	-2.3238996	-4.1341282	-1.7890909	2.6304589	4.3295125	1.0947304	-2.8258776	-3.4301909	-0.42052309	2.1481671	0.60523854	0.089977481	0.32132977	0.0032564813	-0.010832205	-0.026388004	2.1765056e-05	8.9746582e-07
165.3	-2.1423528	-4.1306786	-1.9508829	2.4494272	4.364643	1.2956703	-2.6978382	-3.470865	-0.56119893	2.0898197	0.61983755	0.091480583	0.32119741	0.0031377105	-0.010870131	-0.026396162	1.993272e-05	8.1539378e-07
165.4	-1.955367	-4.1187378	-2.1084741	2.2645419	4.3887526	1.4948048	-2.5638886	-3.5049318	-0.69508619	2.0264764	0.63334302	0.092821187	0.32104479	0.0030130827	-0.010909223	-0.026404526	1.8049655e-05	7.3030876e-07
165.5	-1.7628854	-4.0981691	-2.261357	2.0758764	4.401683	1.6921802	-2.4248167	-3.5322387	-0.82691973	1.9584104	0.64571428	0.093996074	0.32087217	0.0028827586	-0.010949422	-0.026413071	1.6139475e-05	6.4589143e-07
